order_id,order_date,customer_id,customer_type,product_category,product_name,unit_price,quantity,total_amount,prefecture,payment_method
K002362,2024-05-28,C0102,個人,生活用品,ゴミ袋（90L・50枚）,1287,6,7723,大阪,クレジットカード
K001065,2024-05-28,C0166,法人,文具,クリアファイル（20枚）,1634,7,11436,東京,銀行振込
K003047,2024-05-28,C0019,個人,文具,ボールペン（10本）,1863,4,7450,東京,クレジットカード
K002319,2024-05-28,C0246,法人,OA用品,LANケーブル（5m）,2021,10,20206,愛知,銀行振込
K003490,2024-05-28,C0258,個人,オフィス家具,パーテーション,1689,3,5068,大阪,代金引換
K000905,2024-05-28,C0171,個人,文具,付箋セット,844,10,8443,北海道,クレジットカード
K001358,2024-05-28,C0050,法人,OA用品,コピー用紙（A4・500枚）,777,15,11655,福岡,請求書払い
K004706,2024-05-28,C0125,法人,OA用品,電卓,254,8,2030,東京,請求書払い
K002203,2024-05-28,C0047,法人,生活用品,ゴミ袋（90L・50枚）,248,2,496,東京,クレジットカード
K001958,2024-05-28,C0290,法人,OA用品,USBメモリ32GB,621,15,9318,埼玉,クレジットカード
K003980,2024-05-29,C0286,法人,OA用品,LANケーブル（5m）,1053,5,5264,東京,請求書払い
K000805,2024-05-29,C0024,個人,文具,付箋セット,1933,4,7730,愛知,クレジットカード
K001734,2024-05-29,C0160,法人,食品飲料,スティックスープ,1138,13,14797,東京,請求書払い
K000453,2024-05-29,C0148,個人,文具,修正テープ,824,18,14834,愛知,代金引換
K000692,2024-05-29,C0265,法人,文具,修正テープ,653,4,2610,北海道,請求書払い
K000925,2024-05-29,C0075,法人,OA用品,LANケーブル（5m）,934,2,1869,東京,請求書払い
K004931,2024-05-29,C0206,法人,食品飲料,個包装菓子アソート,1551,17,26366,愛知,請求書払い
K002899,2024-05-29,C0001,個人,OA用品,LANケーブル（5m）,1118,1,1118,北海道,クレジットカード
K003352,2024-05-29,,法人,OA用品,電卓,1187,5,5937,神奈川,請求書払い
K001566,2024-05-29,C0239,法人,生活用品,ゴミ袋（90L・50枚）,1129,2,2259,東京,請求書払い
K001211,2024-05-29,C0161,法人,文具,ボールペン（10本）,886,11,9741,東京,クレジットカード
K001346,2024-05-29,C0244,法人,OA用品,LANケーブル（5m）,343,40,13729,埼玉,銀行振込
K000247,2024-05-30,C0221,個人,食品飲料,ドリップコーヒー（50杯）,2542,5,12711,東京,クレジットカード
K004537,2024-05-30,C0215,法人,文具,ノート（A4・5冊）,1779,2,3557,神奈川,請求書払い
K000098,2024-05-30,,法人,生活用品,ハンドソープ詰替,1105,4,4419,大阪,請求書払い
K001076,2024-05-30,C0262,法人,生活用品,紙コップ（100個）,1131,10,11314,埼玉,請求書払い
K002829,2024-05-30,C0275,法人,文具,修正テープ,1043,7,7301,愛知,請求書払い
K000126,2024-05-30,C0226,個人,文具,修正テープ,1503,10,15027,愛知,クレジットカード
K004595,2024-05-30,C0059,法人,食品飲料,スティックスープ,1953,5,9767,東京,請求書払い
K002130,2024-05-30,C0298,個人,文具,ボールペン（10本）,419,7,2934,愛知,代金引換
K003894,2024-05-30,C0037,法人,文具,ボールペン（10本）,378,20,7556,愛知,銀行振込
K003154,2024-05-30,C0095,法人,文具,ボールペン（10本）,462,8,3697,埼玉,請求書払い
K004046,2024-05-30,C0252,法人,OA用品,コピー用紙（A4・500枚）,519,7,3631,東京,請求書払い
K004970,2024-05-30,C0134,法人,文具,クリアファイル（20枚）,741,4,2962,福岡,請求書払い
K003242,2024-05-30,C0188,法人,文具,修正テープ,893,7,6253,東京,請求書払い
K001589,2024-05-30,C0196,法人,文具,ノート（A4・5冊）,714,17,12135,埼玉,銀行振込
K004102,2024-05-30,C0223,法人,オフィス家具,会議用テーブル,1535,2,3069,北海道,請求書払い
K000398,2024-05-30,C0109,個人,OA用品,トナーカートリッジ,794,4,3177,北海道,クレジットカード
K001256,2024-05-31,C0077,法人,OA用品,電卓,1239,5,6196,神奈川,銀行振込
K003901,2024-05-31,C0297,法人,文具,付箋セット,1390,8,11119,北海道,請求書払い
K003759,2024-05-31,C0120,個人,文具,クリアファイル（20枚）,1289,2,2577,大阪,請求書払い
K001397,2024-05-31,C0135,個人,文具,クリアファイル（20枚）,635,2,1269,大阪,クレジットカード
K002384,2024-05-31,C0122,法人,OA用品,LANケーブル（5m）,553,2,1107,大阪,請求書払い
K002393,2024-05-31,C0052,法人,文具,クリアファイル（20枚）,2275,1,2275,東京,クレジットカード
K001978,2024-05-31,C0026,法人,文具,クリアファイル（20枚）,1425,23,32767,東京,銀行振込
K002258,2024-05-31,C0291,法人,生活用品,ゴミ袋（90L・50枚）,1135,5,5675,神奈川,請求書払い
K003807,2024-05-31,C0227,法人,文具,クリアファイル（20枚）,1820,7,12737,東京,請求書払い
K004077,2024-05-31,C0234,個人,文具,ノート（A4・5冊）,670,3,2009,東京,クレジットカード
K004526,2024-05-31,C0033,法人,食品飲料,ミネラルウォーター（24本）,1650,2,3301,東京,請求書払い
K000655,2024-05-31,C0048,法人,食品飲料,ドリップコーヒー（50杯）,1319,4,5274,神奈川,銀行振込
K003648,2024-05-31,C0265,法人,食品飲料,個包装菓子アソート,662,11,7284,福岡,請求書払い
K004735,2024-05-31,C0064,法人,OA用品,コピー用紙（A4・500枚）,2296,2,4592,大阪,銀行振込
K002374,2024-05-31,C0133,法人,OA用品,USBメモリ32GB,786,8,6291,東京,請求書払い
K001223,2024-06-01,C0137,個人,OA用品,USBメモリ32GB,798,4,3193,大阪,代金引換
K002776,2024-06-01,C0186,法人,オフィス家具,書庫（スチール）,537,13,6986,神奈川,クレジットカード
K001702,2024-06-01,C0276,個人,食品飲料,緑茶ペット（24本）,808,2,1617,東京,クレジットカード
K001842,2024-06-01,C0118,法人,食品飲料,緑茶ペット（24本）,1193,5,5965,東京,請求書払い
K003022,2024-06-01,C0221,個人,文具,クリアファイル（20枚）,1135,2,2270,北海道,代金引換
K002649,2024-06-01,C0234,個人,文具,付箋セット,379,2,758,愛知,代金引換
K000019,2024-06-01,C0009,法人,オフィス家具,デスクトップワゴン,673,7,4712,埼玉,銀行振込
K003037,2024-06-01,C0037,法人,生活用品,紙コップ（100個）,710,26,18473,東京,クレジットカード
K004299,2024-06-01,C0237,個人,生活用品,ウェットティッシュ,1116,3,3348,東京,クレジットカード
K003382,2024-06-01,C0298,個人,生活用品,紙コップ（100個）,1809,8,14468,福岡,クレジットカード
K003100,2024-06-02,C0145,法人,オフィス家具,パーテーション,2201,2,4402,東京,請求書払い
K003768,2024-06-02,C0210,法人,文具,修正テープ,526,4,2103,愛知,銀行振込
K002623,2024-06-02,C0199,法人,OA用品,LANケーブル（5m）,858,4,3430,大阪,請求書払い
K004942,2024-06-02,C0062,法人,生活用品,ウェットティッシュ,1016,17,17280,北海道,請求書払い
K003301,2024-06-02,C0163,個人,文具,ノート（A4・5冊）,560,2,1120,大阪,クレジットカード
K000344,2024-06-02,C0085,法人,文具,付箋セット,1927,13,25048,東京,請求書払い
K003106,2024-06-03,C0268,法人,OA用品,コピー用紙（A4・500枚）,2498,1,2498,東京,銀行振込
K003104,2024-06-03,C0184,個人,生活用品,紙コップ（100個）,403,9,3627,東京,クレジットカード
K004719,2024-06-03,C0077,法人,文具,付箋セット,2017,8,16138,大阪,クレジットカード
K002260,2024-06-03,C0175,個人,文具,ノート（A4・5冊）,2071,4,8285,東京,代金引換
K002865,2024-06-03,C0183,法人,オフィス家具,オフィスチェア,1432,13,18612,大阪,銀行振込
K001480,2024-06-03,C0213,法人,食品飲料,スティックスープ,1131,13,14697,東京,請求書払い
K001950,2024-06-03,C0002,法人,文具,ボールペン（10本）,1087,14,15222,東京,請求書払い
K000988,2024-06-03,C0003,個人,オフィス家具,パーテーション,995,7,6963,東京,クレジットカード
K000916,2024-06-03,C0120,個人,OA用品,電卓,995,2,1989,大阪,クレジットカード
K000739,2024-06-04,C0058,法人,OA用品,USBメモリ32GB,708,17,12041,神奈川,銀行振込
K001778,2024-06-04,C0141,個人,文具,ボールペン（10本）,982,5,4909,東京,クレジットカード
K000568,2024-06-04,C0103,法人,文具,ボールペン（10本）,1023,4,4094,愛知,銀行振込
K001843,2024-06-04,C0089,個人,文具,クリアファイル（20枚）,1792,14,25090,東京,クレジットカード
K003209,2024-06-04,C0091,個人,OA用品,LANケーブル（5m）,2834,15,42514,福岡,クレジットカード
K001353,2024-06-04,C0123,個人,食品飲料,スティックスープ,1918,3,5754,埼玉,クレジットカード
K000311,2024-06-04,C0186,法人,生活用品,ハンドソープ詰替,1700,2,3400,大阪,銀行振込
K002508,2024-06-04,C0242,個人,文具,修正テープ,380,12,4561,東京,クレジットカード
K002795,2024-06-04,C0017,法人,OA用品,トナーカートリッジ,798,13,10373,神奈川,銀行振込
K001989,2024-06-04,C0042,個人,OA用品,トナーカートリッジ,839,7,5875,東京,クレジットカード
K003666,2024-06-04,C0188,法人,文具,ボールペン（10本）,2157,5,10786,東京,銀行振込
K001705,2024-06-04,C0293,個人,OA用品,LANケーブル（5m）,800,4,3200,神奈川,請求書払い
K002981,2024-06-04,C0276,個人,生活用品,ウェットティッシュ,412,6,2473,大阪,代金引換
K004266,2024-06-05,C0184,個人,文具,修正テープ,2527,2,5053,東京,代金引換
K001947,2024-06-05,C0082,法人,食品飲料,緑茶ペット（24本）,1827,10,18272,埼玉,請求書払い
K004368,2024-06-05,,個人,生活用品,トイレットペーパー（12ロール）,1587,2,3174,東京,クレジットカード
K004333,2024-06-05,C0266,個人,OA用品,電卓,2149,3,6446,東京,代金引換
K003996,2024-06-05,C0140,法人,文具,ボールペン（10本）,536,8,4286,埼玉,銀行振込
K002445,2024-06-05,C0270,個人,文具,クリアファイル（20枚）,1771,6,10623,大阪,クレジットカード
K000040,2024-06-05,C0145,法人,OA用品,LANケーブル（5m）,1103,2,2206,愛知,クレジットカード
K004695,2024-06-05,C0170,法人,食品飲料,ドリップコーヒー（50杯）,976,8,7810,東京,請求書払い
K003530,2024-06-05,C0091,個人,文具,修正テープ,2222,5,11112,北海道,クレジットカード
K002117,2024-06-05,C0001,個人,OA用品,電卓,692,3,2075,神奈川,クレジットカード
K000864,2024-06-05,C0169,法人,文具,修正テープ,315,5,1575,愛知,クレジットカード
K000427,2024-06-05,C0216,法人,生活用品,トイレットペーパー（12ロール）,2873,7,20114,東京,クレジットカード
K004752,2024-06-06,C0215,法人,文具,修正テープ,2593,2,5185,東京,請求書払い
K003434,2024-06-06,C0284,法人,文具,ボールペン（10本）,808,5,4040,東京,銀行振込
K002264,2024-06-06,C0004,法人,OA用品,LANケーブル（5m）,1418,2,2835,大阪,請求書払い
K001444,2024-06-06,C0190,法人,生活用品,ハンドソープ詰替,2102,11,23120,北海道,銀行振込
K004173,2024-06-06,C0025,法人,OA用品,電卓,3798,2,7597,東京,銀行振込
K004199,2024-06-06,C0277,法人,生活用品,ウェットティッシュ,833,29,24146,大阪,請求書払い
K002457,2024-06-06,C0063,個人,OA用品,トナーカートリッジ,1433,7,10031,東京,請求書払い
K004341,2024-06-06,C0010,法人,文具,クリアファイル（20枚）,691,5,3453,大阪,銀行振込
K003719,2024-06-06,C0123,個人,OA用品,コピー用紙（A4・500枚）,1110,3,3331,東京,クレジットカード
K003155,2024-06-06,C0125,法人,食品飲料,個包装菓子アソート,2012,15,30186,福岡,銀行振込
K003161,2024-06-06,C0069,個人,OA用品,トナーカートリッジ,1434,4,5735,東京,クレジットカード
K004934,2024-06-06,C0188,法人,文具,ノート（A4・5冊）,1190,2,2380,北海道,クレジットカード
K002764,2024-06-07,C0088,法人,OA用品,LANケーブル（5m）,2925,4,11698,埼玉,銀行振込
K001660,2024-06-07,C0208,個人,OA用品,LANケーブル（5m）,635,10,6354,埼玉,クレジットカード
K001377,2024-06-07,C0069,個人,生活用品,ハンドソープ詰替,877,6,5260,東京,クレジットカード
K002196,2024-06-07,C0056,個人,文具,クリアファイル（20枚）,1752,2,3504,東京,クレジットカード
K002379,2024-06-07,C0111,個人,文具,ノート（A4・5冊）,2053,4,8210,東京,代金引換
K001000,2024-06-07,C0085,法人,OA用品,電卓,812,4,3250,東京,請求書払い
K002779,2024-06-07,C0012,法人,OA用品,トナーカートリッジ,787,2,1574,愛知,請求書払い
K003733,2024-06-07,C0095,法人,生活用品,ゴミ袋（90L・50枚）,1120,5,5600,東京,銀行振込
K004976,2024-06-07,C0074,個人,オフィス家具,会議用テーブル,1116,4,4464,神奈川,クレジットカード
K000636,2024-06-07,C0156,法人,オフィス家具,デスクトップワゴン,1362,8,10893,福岡,請求書払い
K001208,2024-06-07,C0069,個人,食品飲料,緑茶ペット（24本）,713,3,2139,東京,クレジットカード
K001490,2024-06-08,C0262,法人,OA用品,電卓,1148,20,22963,東京,請求書払い
K002513,2024-06-08,C0239,法人,食品飲料,ミネラルウォーター（24本）,1794,4,7175,東京,請求書払い
K001915,2024-06-08,C0170,法人,文具,ボールペン（10本）,1070,2,2141,福岡,銀行振込
K000416,2024-06-08,C0019,個人,文具,付箋セット,884,3,2653,北海道,クレジットカード
K002007,2024-06-09,C0110,法人,OA用品,LANケーブル（5m）,4244,10,42436,東京,請求書払い
K002584,2024-06-09,C0173,法人,OA用品,USBメモリ32GB,559,2,1119,東京,請求書払い
K003670,2024-06-09,C0072,法人,文具,付箋セット,1426,2,2851,福岡,銀行振込
K001737,2024-06-09,C0175,個人,文具,修正テープ,771,2,1542,東京,クレジットカード
K001419,2024-06-10,C0163,個人,OA用品,LANケーブル（5m）,1891,5,9453,東京,クレジットカード
K000539,2024-06-10,C0277,法人,文具,修正テープ,703,4,2811,神奈川,請求書払い
K004258,2024-06-10,C0282,個人,OA用品,USBメモリ32GB,1575,6,9451,東京,代金引換
K003091,2024-06-10,C0038,法人,生活用品,紙コップ（100個）,726,10,7257,東京,請求書払い
K000809,2024-06-10,C0016,法人,文具,クリアファイル（20枚）,971,11,10683,埼玉,銀行振込
K002078,2024-06-10,C0293,個人,文具,修正テープ,233,10,2327,東京,請求書払い
K001212,2024-06-10,C0200,法人,文具,修正テープ,1323,26,34404,神奈川,請求書払い
K001315,2024-06-10,C0273,個人,文具,ボールペン（10本）,1565,4,6260,埼玉,請求書払い
K002159,2024-06-10,C0204,法人,オフィス家具,会議用テーブル,1169,5,5847,埼玉,クレジットカード
K004955,2024-06-10,C0034,法人,生活用品,紙コップ（100個）,687,5,3435,大阪,銀行振込
K003281,2024-06-10,C0119,法人,文具,クリアファイル（20枚）,706,5,3531,北海道,銀行振込
K000830,2024-06-10,C0049,個人,OA用品,コピー用紙（A4・500枚）,1259,6,7553,東京,クレジットカード
K001630,2024-06-10,C0229,個人,OA用品,電卓,877,3,2632,大阪,クレジットカード
K000832,2024-06-10,C0161,法人,文具,ノート（A4・5冊）,1483,7,10380,大阪,請求書払い
K003988,2024-06-10,C0139,法人,食品飲料,スティックスープ,743,7,5203,大阪,請求書払い
K001570,2024-06-10,C0012,法人,OA用品,トナーカートリッジ,1086,5,5428,北海道,クレジットカード
K001431,2024-06-11,C0237,個人,食品飲料,ドリップコーヒー（50杯）,1894,2,3788,神奈川,クレジットカード
K001390,2024-06-11,C0214,個人,文具,クリアファイル（20枚）,522,3,1567,埼玉,クレジットカード
K001264,2024-06-11,C0017,法人,文具,付箋セット,1306,2,2612,東京,請求書払い
K000483,2024-06-11,C0235,個人,生活用品,トイレットペーパー（12ロール）,636,2,1271,東京,クレジットカード
K002410,2024-06-11,C0105,個人,文具,ボールペン（10本）,1721,2,3443,東京,クレジットカード
K003451,2024-06-11,,法人,OA用品,電卓,1567,7,10967,東京,クレジットカード
K003587,2024-06-11,C0221,個人,生活用品,紙コップ（100個）,905,6,5430,大阪,クレジットカード
K000862,2024-06-11,C0180,法人,オフィス家具,デスクトップワゴン,653,5,3267,大阪,請求書払い
K003467,2024-06-11,C0111,個人,オフィス家具,デスクトップワゴン,1046,4,4183,愛知,クレジットカード
K001761,2024-06-11,C0277,法人,OA用品,電卓,1651,11,18160,神奈川,請求書払い
K003150,2024-06-11,C0059,法人,OA用品,トナーカートリッジ,1865,5,9323,東京,請求書払い
K004244,2024-06-11,C0015,個人,OA用品,LANケーブル（5m）,1125,3,3374,埼玉,クレジットカード
K004712,2024-06-12,C0068,個人,OA用品,LANケーブル（5m）,1825,2,3650,福岡,代金引換
K002650,2024-06-12,C0260,法人,文具,ノート（A4・5冊）,940,2,1879,東京,請求書払い
K002724,2024-06-12,C0048,法人,オフィス家具,デスクトップワゴン,3485,2,6970,北海道,請求書払い
K003812,2024-06-12,C0086,個人,OA用品,コピー用紙（A4・500枚）,549,4,2194,東京,クレジットカード
K000025,2024-06-12,C0267,法人,OA用品,電卓,790,4,3159,東京,クレジットカード
K000491,2024-06-12,C0217,個人,食品飲料,ミネラルウォーター（24本）,1176,5,5879,神奈川,クレジットカード
K001983,2024-06-12,C0299,法人,OA用品,電卓,3160,4,12641,愛知,請求書払い
K002337,2024-06-12,C0075,法人,文具,クリアファイル（20枚）,1537,14,21512,愛知,銀行振込
K003565,2024-06-13,C0241,法人,OA用品,トナーカートリッジ,1126,1,1126,神奈川,銀行振込
K004759,2024-06-13,C0269,法人,文具,付箋セット,561,4,2245,東京,銀行振込
K003560,2024-06-13,C0088,法人,OA用品,トナーカートリッジ,1400,2,2800,神奈川,銀行振込
K003633,2024-06-13,C0075,法人,OA用品,電卓,487,11,5362,東京,請求書払い
K002774,2024-06-13,C0074,個人,OA用品,USBメモリ32GB,633,3,1898,東京,クレジットカード
K002147,2024-06-13,C0281,法人,食品飲料,ミネラルウォーター（24本）,4943,7,34601,大阪,クレジットカード
K002197,2024-06-13,C0278,個人,オフィス家具,会議用テーブル,1175,6,7053,大阪,請求書払い
K003124,2024-06-13,C0142,法人,食品飲料,個包装菓子アソート,860,4,3441,東京,クレジットカード
K001771,2024-06-13,C0225,法人,文具,修正テープ,578,13,7510,大阪,クレジットカード
K000606,2024-06-13,C0166,法人,OA用品,電卓,1519,2,3039,東京,銀行振込
K002064,2024-06-13,C0041,個人,生活用品,ウェットティッシュ,727,19,13812,東京,請求書払い
K000363,2024-06-13,C0043,法人,文具,付箋セット,1422,23,32717,神奈川,請求書払い
K004663,2024-06-13,C0141,個人,OA用品,トナーカートリッジ,1916,6,11498,大阪,代金引換
K002424,2024-06-13,C0190,法人,生活用品,ウェットティッシュ,615,10,6146,大阪,請求書払い
K000581,2024-06-13,C0259,個人,OA用品,コピー用紙（A4・500枚）,1184,8,9474,神奈川,代金引換
K004555,2024-06-13,C0125,法人,OA用品,LANケーブル（5m）,979,4,3915,愛知,請求書払い
K002051,2024-06-13,C0176,法人,オフィス家具,パーテーション,3476,4,13905,愛知,請求書払い
K003835,2024-06-13,C0293,個人,オフィス家具,パーテーション,712,3,2136,大阪,代金引換
K001714,2024-06-13,,個人,文具,ノート（A4・5冊）,1194,2,2387,埼玉,請求書払い
K001858,2024-06-13,C0275,法人,食品飲料,スティックスープ,1319,13,17145,神奈川,銀行振込
K001498,2024-06-14,C0225,法人,食品飲料,スティックスープ,2054,2,4108,東京,請求書払い
K000741,2024-06-14,C0249,個人,OA用品,トナーカートリッジ,1009,11,11103,愛知,クレジットカード
K001342,2024-06-14,C0107,個人,OA用品,LANケーブル（5m）,3223,7,22558,北海道,クレジットカード
K000789,2024-06-14,,法人,文具,ノート（A4・5冊）,2646,7,18519,東京,銀行振込
K000627,2024-06-14,C0123,個人,文具,ノート（A4・5冊）,546,6,3278,東京,クレジットカード
K002954,2024-06-14,C0225,法人,オフィス家具,パーテーション,565,7,3957,埼玉,請求書払い
K000495,2024-06-14,C0140,法人,文具,付箋セット,1433,4,5732,東京,請求書払い
K002485,2024-06-14,C0210,法人,文具,クリアファイル（20枚）,1386,11,15243,神奈川,銀行振込
K001886,2024-06-14,C0121,個人,文具,ボールペン（10本）,1733,1,1733,東京,代金引換
K001783,2024-06-14,C0290,法人,食品飲料,スティックスープ,1312,10,13122,東京,請求書払い
K002057,2024-06-14,C0125,法人,オフィス家具,オフィスチェア,991,4,3963,埼玉,請求書払い
K002694,2024-06-15,C0141,個人,文具,付箋セット,945,1,945,東京,クレジットカード
K003788,2024-06-15,C0128,法人,生活用品,ハンドソープ詰替,966,4,3864,福岡,銀行振込
K002033,2024-06-15,C0218,個人,OA用品,USBメモリ32GB,577,2,1154,神奈川,クレジットカード
K003310,2024-06-15,C0040,個人,OA用品,LANケーブル（5m）,656,2,1312,大阪,クレジットカード
K002083,2024-06-15,C0164,法人,OA用品,トナーカートリッジ,1178,7,8243,福岡,請求書払い
K001621,2024-06-16,C0140,法人,OA用品,USBメモリ32GB,1165,1,1165,大阪,クレジットカード
K004096,2024-06-16,C0088,法人,OA用品,電卓,947,7,6627,東京,請求書払い
K000287,2024-06-16,C0199,法人,文具,クリアファイル（20枚）,562,24,13484,東京,請求書払い
K003508,2024-06-16,C0300,法人,OA用品,電卓,2726,4,10905,東京,銀行振込
K004927,2024-06-16,C0293,個人,文具,クリアファイル（20枚）,511,3,1532,北海道,クレジットカード
K000458,2024-06-17,C0047,法人,OA用品,USBメモリ32GB,635,4,2541,福岡,銀行振込
K000526,2024-06-17,C0007,法人,文具,ボールペン（10本）,400,13,5204,東京,銀行振込
K003643,2024-06-17,,法人,文具,ノート（A4・5冊）,1861,1,1861,神奈川,請求書払い
K003285,2024-06-17,C0199,法人,OA用品,USBメモリ32GB,4263,8,34104,東京,クレジットカード
K001086,2024-06-17,C0213,法人,食品飲料,ドリップコーヒー（50杯）,750,4,2999,東京,請求書払い
K004229,2024-06-17,C0245,法人,生活用品,ウェットティッシュ,1719,2,3437,東京,請求書払い
K004043,2024-06-17,C0224,法人,オフィス家具,会議用テーブル,1339,7,9373,福岡,銀行振込
K003644,2024-06-17,C0093,個人,生活用品,ハンドソープ詰替,975,5,4875,神奈川,クレジットカード
K003827,2024-06-17,C0274,法人,文具,ボールペン（10本）,705,2,1409,愛知,請求書払い
K004882,2024-06-18,,個人,OA用品,LANケーブル（5m）,2280,15,34197,神奈川,クレジットカード
K002145,2024-06-18,C0132,法人,文具,ボールペン（10本）,4278,2,8556,埼玉,クレジットカード
K002226,2024-06-18,C0038,法人,OA用品,トナーカートリッジ,550,11,6047,東京,請求書払い
K002757,2024-06-18,C0125,法人,食品飲料,ドリップコーヒー（50杯）,1480,4,5920,東京,銀行振込
K003736,2024-06-18,C0175,個人,OA用品,コピー用紙（A4・500枚）,331,7,2314,東京,クレジットカード
K002165,2024-06-18,C0008,個人,食品飲料,ドリップコーヒー（50杯）,969,2,1938,埼玉,クレジットカード
K003522,2024-06-18,C0299,法人,オフィス家具,会議用テーブル,1136,2,2271,福岡,請求書払い
K000090,2024-06-19,C0294,法人,OA用品,電卓,666,15,9984,東京,請求書払い
K001026,2024-06-19,C0170,法人,生活用品,ゴミ袋（90L・50枚）,1392,1,1392,大阪,請求書払い
K004482,2024-06-19,C0279,法人,食品飲料,個包装菓子アソート,1704,2,3407,埼玉,請求書払い
K002732,2024-06-19,C0257,法人,OA用品,電卓,1476,7,10329,大阪,請求書払い
K002661,2024-06-19,C0156,法人,OA用品,トナーカートリッジ,366,7,2564,福岡,請求書払い
K000596,2024-06-19,C0297,法人,OA用品,USBメモリ32GB,1397,2,2793,東京,クレジットカード
K002283,2024-06-19,C0088,法人,生活用品,紙コップ（100個）,973,2,1946,東京,請求書払い
K004512,2024-06-19,C0020,個人,食品飲料,緑茶ペット（24本）,1676,9,15082,東京,クレジットカード
K001238,2024-06-19,C0016,法人,文具,ボールペン（10本）,1691,14,23670,埼玉,請求書払い
K003345,2024-06-19,C0018,個人,生活用品,ハンドソープ詰替,498,9,4486,神奈川,クレジットカード
K000713,2024-06-19,C0271,個人,文具,ボールペン（10本）,588,7,4117,愛知,クレジットカード
K000858,2024-06-19,C0181,個人,オフィス家具,会議用テーブル,1356,7,9492,北海道,クレジットカード
K000342,2024-06-19,C0231,法人,OA用品,LANケーブル（5m）,481,4,1924,大阪,請求書払い
K000339,2024-06-19,C0179,法人,オフィス家具,会議用テーブル,1514,7,10596,東京,銀行振込
K002469,2024-06-20,C0088,法人,文具,クリアファイル（20枚）,1315,11,14461,東京,銀行振込
K003267,2024-06-20,C0137,個人,文具,付箋セット,929,6,5576,北海道,代金引換
K002518,2024-06-20,C0168,法人,文具,修正テープ,828,20,16555,東京,請求書払い
K003843,2024-06-20,C0273,個人,食品飲料,ドリップコーヒー（50杯）,2034,9,18309,東京,クレジットカード
K002809,2024-06-20,C0173,法人,オフィス家具,パーテーション,1444,15,21657,東京,銀行振込
K001768,2024-06-20,C0209,法人,OA用品,電卓,1282,1,1282,大阪,クレジットカード
K002574,2024-06-20,C0299,法人,文具,ノート（A4・5冊）,818,5,4090,東京,請求書払い
K004653,2024-06-20,C0293,個人,OA用品,トナーカートリッジ,493,4,1971,東京,クレジットカード
K004307,2024-06-20,C0251,法人,食品飲料,ミネラルウォーター（24本）,923,30,27699,東京,クレジットカード
K002876,2024-06-20,C0113,法人,生活用品,ウェットティッシュ,1884,4,7536,東京,請求書払い
K000970,2024-06-20,C0297,法人,OA用品,トナーカートリッジ,2532,5,12659,大阪,クレジットカード
K004971,2024-06-20,C0155,個人,OA用品,トナーカートリッジ,1221,7,8544,大阪,クレジットカード
K001406,2024-06-20,C0290,法人,文具,クリアファイル（20枚）,964,13,12535,北海道,銀行振込
K004433,2024-06-20,C0023,法人,OA用品,電卓,2337,1,2337,東京,請求書払い
K004274,2024-06-21,C0072,法人,文具,クリアファイル（20枚）,1648,7,11538,東京,クレジットカード
K004206,2024-06-21,C0196,法人,OA用品,LANケーブル（5m）,2777,2,5555,神奈川,請求書払い
K004093,2024-06-21,C0056,個人,文具,付箋セット,604,10,6036,東京,請求書払い
K003820,2024-06-21,C0093,個人,生活用品,ゴミ袋（90L・50枚）,491,2,982,福岡,クレジットカード
K001502,2024-06-21,C0183,法人,生活用品,ゴミ袋（90L・50枚）,925,5,4624,神奈川,クレジットカード
K001275,2024-06-22,C0253,法人,文具,ノート（A4・5冊）,1389,5,6943,埼玉,請求書払い
K001139,2024-06-22,C0031,個人,生活用品,ウェットティッシュ,788,6,4725,東京,クレジットカード
K001268,2024-06-22,C0101,個人,OA用品,コピー用紙（A4・500枚）,1978,5,9889,神奈川,クレジットカード
K001059,2024-06-22,C0154,法人,文具,修正テープ,622,13,8089,東京,銀行振込
K002831,2024-06-23,C0054,法人,文具,付箋セット,1231,4,4924,愛知,請求書払い
K001746,2024-06-23,C0181,個人,OA用品,LANケーブル（5m）,603,12,7232,東京,クレジットカード
K004324,2024-06-23,C0108,個人,文具,クリアファイル（20枚）,1513,2,3025,埼玉,代金引換
K001252,2024-06-23,C0276,個人,オフィス家具,書庫（スチール）,882,3,2646,東京,クレジットカード
K000700,2024-06-23,,個人,OA用品,トナーカートリッジ,451,11,4960,東京,クレジットカード
K001928,2024-06-23,C0287,法人,OA用品,電卓,970,10,9703,福岡,クレジットカード
K002730,2024-06-24,C0089,個人,食品飲料,ドリップコーヒー（50杯）,464,7,3245,東京,クレジットカード
K003581,2024-06-24,C0162,個人,生活用品,ハンドソープ詰替,1024,8,8193,東京,クレジットカード
K004902,2024-06-24,C0285,法人,オフィス家具,書庫（スチール）,774,8,6193,愛知,請求書払い
K004376,2024-06-24,C0130,法人,生活用品,トイレットペーパー（12ロール）,951,13,12357,愛知,請求書払い
K004965,2024-06-24,C0228,個人,OA用品,トナーカートリッジ,1476,2,2951,愛知,クレジットカード
K003548,2024-06-24,C0249,個人,OA用品,コピー用紙（A4・500枚）,1021,4,4083,福岡,代金引換
K002289,2024-06-24,C0066,法人,OA用品,トナーカートリッジ,1056,7,7389,埼玉,クレジットカード
K003906,2024-06-24,C0047,法人,オフィス家具,オフィスチェア,382,7,2673,大阪,請求書払い
